SubjectID,TrialIndex,MasterTrialID,TotalTrials,ComparisonType,Scene,LeftMetric,LeftLevel,LeftVideo,RightMetric,RightLevel,RightVideo,ChosenSide,ChosenMetric,ChosenLevel,ChosenVideo,RejectedMetric,RejectedLevel,RejectedVideo,ResponseTime_sec,PresentationFPS
ASAP_asap_temp,1,63,720,INTER-DISTORTION,attic,restir,level1,attic_restir_level1.mp4,motion_resolution,level1,attic_motion_resolution_level1.mp4,LEFT,restir,level1,attic_restir_level1.mp4,motion_resolution,level1,attic_motion_resolution_level1.mp4,1.2792,239.96
ASAP_asap_temp,2,338,720,INTRA-DISTORTION,landscape,restir,level2,landscape_restir_level2.mp4,restir,level0,landscape_restir_level0.mp4,RIGHT,restir,level0,landscape_restir_level0.mp4,restir,level2,landscape_restir_level2.mp4,2.8,239.99
ASAP_asap_temp,3,491,720,INTRA-DISTORTION,pink_room,motion_resolution,level2,pink_room_motion_resolution_level2.mp4,motion_resolution,level1,pink_room_motion_resolution_level1.mp4,RIGHT,motion_resolution,level1,pink_room_motion_resolution_level1.mp4,motion_resolution,level2,pink_room_motion_resolution_level2.mp4,1.4583,239.99
ASAP_asap_temp,4,484,720,INTRA-DISTORTION,pink_room,judder,level1,pink_room_judder_level1.mp4,judder,level0,pink_room_judder_level0.mp4,LEFT,judder,level1,pink_room_judder_level1.mp4,judder,level0,pink_room_judder_level0.mp4,2.8375,239.98
ASAP_asap_temp,5,144,720,INTER-DISTORTION,bistro_exterior,motion_resolution,level2,bistro_exterior_motion_resolution_level2.mp4,restir,level2,bistro_exterior_restir_level2.mp4,RIGHT,restir,level2,bistro_exterior_restir_level2.mp4,motion_resolution,level2,bistro_exterior_motion_resolution_level2.mp4,2.6542,240.0
ASAP_asap_temp,6,368,720,INTER-DISTORTION,landscape,stutter,level2,landscape_stutter_level2.mp4,judder,level2,landscape_judder_level2.mp4,RIGHT,judder,level2,landscape_judder_level2.mp4,stutter,level2,landscape_stutter_level2.mp4,1.7792,240.01
ASAP_asap_temp,7,485,720,INTRA-DISTORTION,pink_room,judder,level1,pink_room_judder_level1.mp4,judder,level2,pink_room_judder_level2.mp4,LEFT,judder,level1,pink_room_judder_level1.mp4,judder,level2,pink_room_judder_level2.mp4,2.775,240.01
ASAP_asap_temp,8,83,720,INTRA-DISTORTION,bistro_exterior,dlss_rr,level2,bistro_exterior_dlss_rr_level2.mp4,dlss_rr,level0,bistro_exterior_dlss_rr_level0.mp4,RIGHT,dlss_rr,level0,bistro_exterior_dlss_rr_level0.mp4,dlss_rr,level2,bistro_exterior_dlss_rr_level2.mp4,4.5001,239.96
ASAP_asap_temp,9,218,720,INTER-DISTORTION,bistro_interior,motion_noise,level2,bistro_interior_motion_noise_level2.mp4,stutter,level2,bistro_interior_stutter_level2.mp4,LEFT,motion_noise,level2,bistro_interior_motion_noise_level2.mp4,stutter,level2,bistro_interior_stutter_level2.mp4,1.6458,239.98
ASAP_asap_temp,10,501,720,INTRA-DISTORTION,pink_room,stutter,level0,pink_room_stutter_level0.mp4,stutter,level2,pink_room_stutter_level2.mp4,LEFT,stutter,level0,pink_room_stutter_level0.mp4,stutter,level2,pink_room_stutter_level2.mp4,2.4833,240.01
ASAP_asap_temp,11,588,720,INTER-DISTORTION,subway,dlss_rr,level2,subway_dlss_rr_level2.mp4,motion_noise,level2,subway_motion_noise_level2.mp4,RIGHT,motion_noise,level2,subway_motion_noise_level2.mp4,dlss_rr,level2,subway_dlss_rr_level2.mp4,3.5292,240.01
ASAP_asap_temp,12,425,720,INTER-DISTORTION,marbles,dlss_rr,level1,marbles_dlss_rr_level1.mp4,judder,level1,marbles_judder_level1.mp4,LEFT,dlss_rr,level1,marbles_dlss_rr_level1.mp4,judder,level1,marbles_judder_level1.mp4,3.3292,240.01
ASAP_asap_temp,13,398,720,INTER-DISTORTION,landscape,temporal-resolution-multiplexing,level2,landscape_temporal-resolution-multiplexing_level2.mp4,restir,level2,landscape_restir_level2.mp4,RIGHT,restir,level2,landscape_restir_level2.mp4,temporal-resolution-multiplexing,level2,landscape_temporal-resolution-multiplexing_level2.mp4,2.2,240.02
ASAP_asap_temp,14,608,720,INTER-DISTORTION,subway,judder,level2,subway_judder_level2.mp4,stutter,level2,subway_stutter_level2.mp4,LEFT,judder,level2,subway_judder_level2.mp4,stutter,level2,subway_stutter_level2.mp4,2.2667,240.02
ASAP_asap_temp,15,73,720,INTER-DISTORTION,attic,temporal-resolution-multiplexing,level1,attic_temporal-resolution-multiplexing_level1.mp4,noise_colors,level1,attic_noise_colors_level1.mp4,RIGHT,noise_colors,level1,attic_noise_colors_level1.mp4,temporal-resolution-multiplexing,level1,attic_temporal-resolution-multiplexing_level1.mp4,2.575,240.01
ASAP_asap_temp,16,323,720,INTRA-DISTORTION,landscape,dlss_rr,level2,landscape_dlss_rr_level2.mp4,dlss_rr,level0,landscape_dlss_rr_level0.mp4,RIGHT,dlss_rr,level0,landscape_dlss_rr_level0.mp4,dlss_rr,level2,landscape_dlss_rr_level2.mp4,2.6083,239.98
ASAP_asap_temp,17,380,720,INTER-DISTORTION,landscape,temporal-resolution-multiplexing,level2,landscape_temporal-resolution-multiplexing_level2.mp4,motion_noise,level2,landscape_motion_noise_level2.mp4,RIGHT,motion_noise,level2,landscape_motion_noise_level2.mp4,temporal-resolution-multiplexing,level2,landscape_temporal-resolution-multiplexing_level2.mp4,2.2833,240.01
ASAP_asap_temp,18,233,720,INTER-DISTORTION,bistro_interior,temporal-resolution-multiplexing,level1,bistro_interior_temporal-resolution-multiplexing_level1.mp4,noise_colors,level1,bistro_interior_noise_colors_level1.mp4,LEFT,temporal-resolution-multiplexing,level1,bistro_interior_temporal-resolution-multiplexing_level1.mp4,noise_colors,level1,bistro_interior_noise_colors_level1.mp4,3.05,240.01
ASAP_asap_temp,19,203,720,INTER-DISTORTION,bistro_interior,judder,level1,bistro_interior_judder_level1.mp4,noise_colors,level1,bistro_interior_noise_colors_level1.mp4,RIGHT,noise_colors,level1,bistro_interior_noise_colors_level1.mp4,judder,level1,bistro_interior_judder_level1.mp4,1.3917,239.98
